center,area,orientation,poly,id
"(11.27761992283654, 50.71733130635265)",107.6188677418977,,"[(11.2775586, 50.7173831), (11.2776982, 50.7173806), (11.2776949, 50.7173048), (11.2776398, 50.7173058), (11.2776382, 50.7172691), (11.2775536, 50.7172706), (11.2775586, 50.7173831)]",thueringen-houses_94
"(10.657713649999998, 50.99679615)",78.23337537422776,,"[(10.6576437, 50.996758), (10.657744, 50.9967411), (10.6577836, 50.9968343), (10.6576833, 50.9968512), (10.6576437, 50.996758)]",thueringen-houses_95
"(11.080296315626507, 50.46463914018519)",123.60148553666659,,"[(11.0802378, 50.4647056), (11.0803638, 50.4647003), (11.0803535, 50.4646001), (11.0803422, 50.4646006), (11.0803386, 50.4645661), (11.0803106, 50.4645673), (11.0802403, 50.4645702), (11.0802466, 50.4646312), (11.0802302, 50.4646319), (11.0802378, 50.4647056)]",thueringen-houses_96
"(12.08760198230305, 50.96676148352587)",135.76888087764382,,"[(12.0875419, 50.9666967), (12.0874877, 50.9667828), (12.0876621, 50.9668263), (12.0877162, 50.9667401), (12.0875419, 50.9666967)]",thueringen-houses_97
"(11.263661869296593, 50.68406171531371)",104.3145166952163,,"[(11.2637401, 50.6841046), (11.2636132, 50.6841191), (11.2635818, 50.6840219), (11.2637107, 50.6840024), (11.2637401, 50.6841046)]",thueringen-houses_98
"(11.401632001604948, 51.308259528341296)",110.83006987906992,,"[(11.4016078, 51.3083263), (11.4017366, 51.3082684), (11.4016426, 51.3081885), (11.4015861, 51.3082144), (11.4016013, 51.3082273), (11.4015289, 51.3082592), (11.4016078, 51.3083263)]",thueringen-houses_99
"(10.656117330910968, 50.99639624094652)",119.54357214644551,,"[(10.6561834, 50.9964523), (10.6560195, 50.9964291), (10.6560513, 50.9963402), (10.6561567, 50.9963551), (10.6562151, 50.9963633), (10.6561834, 50.9964523)]",thueringen-houses_100
"(10.742433150000002, 51.469233300000006)",76.22960024699569,,"[(10.7424851, 51.4692796), (10.7423757, 51.469277), (10.7423812, 51.469187), (10.7424906, 51.4691896), (10.7424851, 51.4692796)]",thueringen-houses_101
"(11.602642258207014, 50.93358271136065)",123.76884749345481,,"[(11.6027191, 50.9336352), (11.6027399, 50.9335467), (11.602566, 50.9335299), (11.6025444, 50.9336188), (11.6026343, 50.9336274), (11.6027191, 50.9336352)]",thueringen-houses_102
"(11.300771879031808, 51.37050450183668)",87.02833696058951,,"[(11.3007167, 51.3705604), (11.3008163, 51.3705624), (11.3008225, 51.3704412), (11.3007575, 51.3704399), (11.3007562, 51.3704644), (11.3007217, 51.3704637), (11.3007167, 51.3705604)]",thueringen-houses_103
"(12.645240928645208, 50.94140866346492)",95.44813199713826,,"[(12.6453468, 50.9414122), (12.6453043, 50.9413701), (12.6452775, 50.9413809), (12.6452504, 50.941354), (12.6452149, 50.9413683), (12.6451406, 50.941398), (12.6452102, 50.9414669), (12.6453468, 50.9414122)]",thueringen-houses_104
"(10.522833823675773, 50.948409796558124)",156.5432788785547,,"[(10.5227304, 50.9484606), (10.522948, 50.9484505), (10.5229373, 50.948359), (10.5227196, 50.9483691), (10.5227304, 50.9484606)]",thueringen-houses_105
